Perfil,Unidade,Serie,Curso,Questão 1. Sei iniciar os procedimentos administrativos,Questão 1. Sei acompanhar os procedimentos administrativos,Questão 1. Sei obter informações para realizar os procedimentos administrativos,Questão 1.As informações são de simples localização,Questão 1. As informações são de simples compreensão,Questão 1. O pedido de esclarecimentos sobre os procedimentos administrativos é respondido de forma satisfatória (clara e rápida).,Questão 2. Você tem conhecimento sobre como é a jornada de trabalho dos Docentes e/ou dos Técnicos Administrativos em Educação?,Questão 3. Os horários de funcionamento dos setores são amplamente divulgados e de fácil acesso.,Questão 3. O horário de atendimento dos docentes é amplamente divulgado e de fácil acesso.,Questão 3. O horário de atendimento dos técnicos administrativos é amplamente divulgado e de fácil acesso,Questão 3. Considero que a flexibilização de 30 horas é benéfica ao desenvolvimento de atividades na instituição.,Questão 3. Considero que a normativa docente é benéfica ao desenvolvimento de atividades na instituição,Questão 4. Você conhece o organograma administrativo do IFSULDEMINAS da sua unidade?,Questão 5.Conheço as instâncias consultivas,Questão 5. Conheço as instâncias deliberativas?,Questão 6.  Você já participou de alguma consulta ou eleição? ,Questão 8. Como você avalia a facilidade de acesso,Questão 8. Como você avalia a segurança no Campus,Questão 9.  Como você avalia os serviços de segurança no campus?,Questão 10. Como você avalia o serviço prestado pela biblioteca,Questão 10. Como você avalia a quantidade de livros básicos e periódicos recomendados nas unidades curriculares,"Questão 10. Como você avalia a biblioteca quanto ao acesso a computadores, internet e bases de dados disponíveis",Questão 11.  Como você avalia o ambiente para as aulas quanto à adequação ao número de estudantes,Questão 11.  Como você avalia o ambiente para as aulas quanto à acústica,Questão 11.  Como você avalia o ambiente para as aulas quanto à luminosidade,Questão 11.  Como você avalia o ambiente para as aulas quanto à ventilação,Questão 12.  Como você avalia a manutenção/conservação das instalações físicas do seu campus?,Questão 13. Como você avalia o número de equipamentos nos laboratórios de informática?,Questão 14. Como você avalia o número de recursos multimídias?,Questão 15. Como você avalia a adequação dos laboratórios de ensino em relação ao número de alunos?,16. Como você avalia a quantidade de material disponibilizado para as atividades de laboratório ?,Questão 17. As instalações da cantina são adequadas?,Questão 17. Os serviços prestados na cantina são adequados?,Questão17. A diversidade de produtos na cantina,Questão17. A qualidade dos produtos na cantina,Questão 17. As instalações sanitárias e higiene da cantina,Questão18. Como você avalia o espaço físico do campus em relação às necessidades da comunidade acadêmica?,Questão 19. Como você avalia as instalações do campus em relação ao atendimento das pessoas com necessidades específicas?,Questão 20. Como você avalia os serviços de limpeza no campus?,Questão 21. Você já participou de outras avaliações da CPA?,Questão 22. Você já acessou os resultados de outras avaliações da CPA?,Questão 23. Como você considera a divulgação dos resultados deste processo avaliativo?,Questão 24. Há interesse em conhecer o resultado deste processo avaliativo?,Questão 25. Você consegue perceber que os resultados da autoavaliação institucional são utilizados na revisão do planejamento e das ações do IFSULDEMINAS?,Questão 25. Você consegue perceber que foram atendidos os pedidos e sugestões feitos nos questionários das semanas de autoavaliações anteriores?,Questão 26. Como você avalia o programa de assistência à saúde.,Questão 26. Como você avalia o programa de apoio às pessoas com necessidades educacionais específicas,Questão 26. Como você avalia o programa de auxílio estudantil.,"Questão 26. Como você avalia o programa de auxílio à participação em eventos acadêmicos, científicos e tecnológicos.",Questão 26. Como você avalia o programa de mobilidade estudantil nacional e internacional.,Questão 26. Como você avalia o programa de acompanhamento psicológico.,Questão 26. Como você avalia o programa de acompanhamento pedagógico.,Questão 26. Como você avalia o programa de acompanhamento de serviço social,"Questão 26. Como você avalia o programa de incentivo ao esporte, ao lazer e a cultura","Questão 26. Como você avalia a organização de grêmios estudantis, centros acadêmicos e diretórios acadêmicos",Questão 26. Como você avalia a divulgação dos programas de atendimento aos discentes,Questão 27. Como você avalia a compatibilidade entre cursos oferecidos e os recursos disponíveis para cada curso?,Questão 28. Você considera que os recursos financeiros destinados ao IFSULDEMINAS para o desenvolvimento de suas atividades são  suficientes e completos?,Questão 29. Como você avalia a eficiência e eficácia com que os recursos financeiros do IFSULDEMINAS são aplicados?
Discente do Técnico,Carmo de Minas,1°  ,Técnico em Alimentos | Integrado,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Discordo,"Não concordo, nem discordo",Não,Concordo,Discordo,Concordo plenamente,Concordo,Concordo,Não,Não,Não,Não,Muito boa,Ruim,Prefiro não responder,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Ruim,Ruim,Muito ruim,Boa,Bom,Bom,Ruim,Ruim,Bons/Boas,Regulares,Regulares,Regulares,Muito Bons/Boas,Regular,Boas,Muito bons,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Bom,Ruim,Muito bom,Muito bom,Regular,Regular,Regular,Bom,Não sei,Muito ruim,Regular,Ruins,Regulares
TAE,Passos,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Sim,Sim,Não,Muito boa,Ruim,Regulares,Bom/Boa,Bom/Boa,Regular,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Regular,Bom,Bom,Boa,Boa,Regulares,Regulares,Muito ruins,Muito ruins,Muito ruins,Bom,Muito boas,Ruins,Sim,Sim,Eficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Boa,Muito ruins,Muito ruins
Discente do Técnico,Carmo de Minas,1°  ,Técnico em Alimentos | Integrado,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo plenamente,Não,Concordo,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Parcialmente,Sim,Sim,Não,Regular,Regular,Bons,Muito bom/boa,Bom/Boa,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Bom,Bom,Regular,Boa,Ruins,Ruins,Regulares,Regulares,Muito ruins,Muito bom,Não sei responder,Bons,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Boa,Bons,Não sei responder
Discente do Técnico,Carmo de Minas,1°  ,Técnico em Alimentos | Integrado,Concordo,Concordo,Discordo,"Não concordo, nem discordo",Concordo,Concordo,Parcialmente,Concordo,Concordo plenamente,Concordo,Concordo,Concordo,Parcialmente,Sim,Sim,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Bons/Boas,Regulares,Regulares,Muito Bons/Boas,Bom,Boas,Muito bons,Não,Não,Não sei responder,Sim,Perceptível,Não é perceptível nem imperceptível,Regular,Bom,Ruim,Muito bom,Muito bom,Muito ruim,Bom,Bom,Muito bom,Muito bom,Muito bom,Muito boa,Ruins,Boas
Discente do Técnico,Carmo de Minas,1°  ,Técnico em Alimentos | Integrado,Discordo plenamente,"Não concordo, nem discordo",Discordo,"Não concordo, nem discordo","Não concordo, nem discordo",Discordo,Parcialmente,Discordo,Discordo plenamente,Discordo plenamente,Não concordo nem discordo,Não concordo nem discordo,Parcialmente,Não,Não,Sim,Regular,Muito boa,Muito bons,Bom/Boa,Bom/Boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Bom/Boa,Muito Bom/Boa,Boa,Muito bom,Muito bom,Regular,Boa,Muito Bons/Boas,Regulares,Regulares,Bons/Boas,Bons/Boas,Muito bom,Boas,Muito bons,Não,Não,Eficiente,Sim,Não sei responder,Não sei responder,Regular,Bom,Muito ruim,Ruim,Prefiro não responder,Ruim,Bom,Prefiro não responder,Muito ruim,Ruim,Ruim,Muito boa,Ruins,Boas
Discente do Técnico,Carmo de Minas,1°  ,Técnico em Alimentos | Integrado,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Concordo,Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Sim,Sim,Não,Boa,Boa,Bons,Bom/Boa,Regular,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Não sei responder,Bom,Boa,Muito boa,Bons/Boas,Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bons/Boas,Bom,Boas,Muito bons,Não,Não,Totalmente eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Regular,Regular,Regular,Ruim,Bom,Regular,Muito bom,Bom,Bom,Boa,Ruins,Boas
Discente do Técnico,Machado,3°,Técnico em Informática | Integrado,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Concordo,Concordo,Parcialmente,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Parcialmente,Não,Não,Sim,Regular,Regular,Regulares,Bom/Boa,Bom/Boa,Ruim,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Bom,Regular,Boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Regulares,Bom,Ruins,Ruins,Não,Sim,Eficiente,Não,Perceptível,Perceptível,Prefiro não responder,Ruim,Ruim,Bom,Bom,Bom,Prefiro não responder,Prefiro não responder,Bom,Bom,Bom,Regular,Regulares,Regulares
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Concordo plenamente,Concordo plenamente,Não concordo nem discordo,Concordo plenamente,Concordo plenamente,Não,Não,Não,Sim,Muito boa,Muito boa,Bons,Muito bom/boa,Muito bom/boa,Regular,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito ruim,Muito ruim,Não se aplica,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Ruins,Muito Bons/Boas,Ruins,Muito Bons/Boas,Muito bom,Muito boas,Regulares,Não,Não,Ineficiente,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Regulares,Regulares
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Concordo,Não,Discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Não,Não,Não,Prefiro não responder,Boa,Regular,Regulares,Bom/Boa,Regular,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Ruim,Regular,Regular,Regular,Regular,Regulares,Ruins,Ruins,Muito ruins,Regulares,Bom,Boas,Bons,Não,Não,Não sei responder,Sim,Perceptível,Não sei responder,Regular,Bom,Regular,Regular,Bom,Regular,Regular,Regular,Bom,Bom,Regular,Boa,Regulares,Regulares
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Discordo,Discordo,Discordo,Não,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Não,Não,Não,Não,Regular,Regular,Ruins,Bom/Boa,Bom/Boa,Ruim,Muito Bom/Boa,Bom/Boa,Bom/Boa,Muito ruim,Ruim,Regular,Regular,Boa,Regular,Regulares,Regulares,Ruins,Ruins,Regulares,Bom,Regular,Regulares,Não,Não,Nem eficiente e nem ineficiente,Sim,Totalmente perceptível,Totalmente perceptível,Bom,Bom,Regular,Regular,Regular,Regular,Ruim,Ruim,Ruim,Ruim,Ruim,Boa,Regulares,Regulares
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não,Discordo,Discordo,Discordo,Discordo,Discordo,Não,Não,Não,Sim,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito ruim,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito ruim,Muito bom,Muito bom,Muito boa,Muito boa,Muito ruins,Muito ruins,Muito ruins,Muito ruins,Muito ruins,Muito bom,Muito boas,Muito bons,Não,Não,Ineficiente,Sim,Imperceptível,Imperceptível,Bom,Muito bom,Ruim,Muito ruim,Muito ruim,Muito bom,Muito ruim,Muito ruim,Muito bom,Muito bom,Muito ruim,Muito ruim,Muito ruins,Muito ruins
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo plenamente,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Parcialmente,Não,Não,Sim,Boa,Boa,Bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Regular,Bom/Boa,Regular,Bom,Regular,Boa,Boa,Ruins,Bons/Boas,Bons/Boas,Ruins,Regulares,Bom,Boas,Regulares,Não,Não,Totalmente eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Bom,Boa,Bons,Boas
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Prefiro não responder,Prefiro não responder,Prefiro não responder,Boa,Boa,Regulares,Bom/Boa,Muito bom/boa,Não sei responder,Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Boa,Muito bom,Muito bom,Muito boa,Muito boa,Ruins,Bons/Boas,Regulares,Regulares,Muito ruins,Bom,Muito boas,Bons,Prefiro não responder,Não,Eficiente,Sim,Não sei responder,Perceptível,Bom,Bom,Bom,Bom,Bom,Prefiro não responder,Muito bom,Bom,Bom,Bom,Bom,Boa,Regulares,Ruins
Docente,Pouso Alegre,,,Concordo,Concordo,Concordo,Discordo,Discordo,"Não concordo, nem discordo",Parcialmente,Discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Parcialmente,Não,Sim,Sim,Ruim,Regular,Regulares,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Regular,Bom/Boa,Regular,Ruim,Bom,Bom,Boa,Regular,Regulares,Prefiro não responder,Ruins,Prefiro não responder,Prefiro não responder,Regular,Regular,Bons,Sim,Sim,Não sei responder,Sim,Imperceptível,Imperceptível,Não sei,Regular,Não sei,Regular,Regular,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Regular,Regulares,Ruins
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Parcialmente,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Concordo plenamente,Não,Não,Não,Sim,Muito boa,Muito ruim,Ruins,Bom/Boa,Muito bom/boa,Muito bom/boa,Bom/Boa,Regular,Regular,Regular,Regular,Bom,Bom,Boa,Muito boa,Regulares,Ruins,Regulares,Regulares,Muito ruins,Bom,Muito boas,Regulares,Não,Não,Nem eficiente e nem ineficiente,Sim,Totalmente perceptível,Totalmente perceptível,Bom,Bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Bom,Bom,Regular,Regulares,Ruins
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,Concordo,Concordo,Concordo,Discordo plenamente,Discordo plenamente,Concordo,Parcialmente,Discordo,Discordo,Discordo,Discordo,Concordo plenamente,Não,Não,Não,Sim,Boa,Boa,Regulares,Muito bom/boa,Ruim,Muito ruim,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Ruim,Muito ruim,Ruim,Muito ruim,Ruim,Ruim,Regulares,Bons/Boas,Muito ruins,Regulares,Ruins,Muito bom,Boas,Ruins,Não,Não,Totalmente eficiente,Sim,Não sei responder,Não sei responder,Bom,Bom,Muito bom,Muito bom,Muito bom,Regular,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Boa,Muito ruins,Não sei responder
Discente do Superior,Muzambinho,8°,Bacharelado Engenharia Agronômica,"Não concordo, nem discordo","Não concordo, nem discordo",Discordo plenamente,"Não concordo, nem discordo",Concordo,Não sei responder,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Parcialmente,Prefiro não responder,Prefiro não responder,Não,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Não sei responder,Bom,Boa,Boa,Bons/Boas,Ruins,Ruins,Regulares,Regulares,Bom,Regular,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Imperceptível,Bom,Não sei,Não sei,Bom,Não sei,Regular,Regular,Não sei,Bom,Regular,Bom,Boa,Regulares,Ruins
Discente do Superior,Muzambinho,1°,Tecnologia em Cafeicultura,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Parcialmente,Discordo,Discordo,Discordo,Concordo,Concordo,Parcialmente,Sim,Sim,Não,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Regulares,Bom,Boas,Regulares,Não,Não,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Regular,Bom,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Bons,Boas
Discente do Superior,Machado,6°,Bacharelado Agronomia,Concordo,Concordo,Concordo,Concordo,Concordo plenamente,Concordo plenamente,Não,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Parcialmente,Não,Não,Sim,Muito boa,Muito boa,Muito bons,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Bom/Boa,Ruim,Boa,Bom,Regular,Boa,Regular,Bons/Boas,Bons/Boas,Ruins,Regulares,Bons/Boas,Bom,Boas,Muito bons,Sim,Prefiro não responder,Nem eficiente e nem ineficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Bom,Bom,Bom,Regular,Regular,Regular,Bom,Bom,Bom,Ruim,Bom,Boa,Bons,Boas
Discente do Superior,Machado,6°,Bacharelado Agronomia,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Parcialmente,Concordo,Discordo,Discordo,Não sei responder,Não sei responder,Não,Não,Não,Não,Boa,Boa,Regulares,Bom/Boa,Regular,Ruim,Bom/Boa,Regular,Regular,Muito ruim,Regular,Regular,Muito ruim,Regular,Regular,Regulares,Bons/Boas,Ruins,Ruins,Regulares,Bom,Boas,Muito bons,Não,Não,Eficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Bom,Regular,Regular,Regular,Bom,Bom,Bom,Bom,Bom,Regular,Bom,Regular,Regulares,Regulares
Discente do Técnico,Machado,3°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Concordo,"Não concordo, nem discordo",Discordo,Concordo,"Não concordo, nem discordo",Não,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não,Prefiro não responder,Prefiro não responder,Não,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Bom/Boa,Regular,Ruim,Bom,Bom,Regular,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Regulares,Ruins,Regular,Ruins,Muito ruins,Sim,Não,Não sei responder,Sim,Perceptível,Perceptível,Bom,Bom,Regular,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Boa,Regulares,Regulares
Docente,Machado,,,Concordo plenamente,Concordo plenamente,Concordo,Discordo,Concordo,Concordo,Sim,Discordo,Concordo,Discordo,Discordo,Discordo,Sim,Sim,Sim,Sim,Boa,Regular,Regulares,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Ruim,Regular,Muito ruim,Regular,Muito bom,Muito bom,Boa,Muito boa,Ruins,Ruins,Regulares,Ruins,Regulares,Bom,Regular,Ruins,Sim,Sim,Eficiente,Sim,Perceptível,Perceptível,Muito bom,Muito bom,Muito bom,Bom,Muito bom,Bom,Muito bom,Bom,Bom,Bom,Bom,Boa,Regulares,Boas
Discente do Técnico,Machado,3°  ,Técnico em Alimentos | Integrado,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Não,Não,Sim,Muito boa,Ruim,Bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Muito ruim,Boa,Bom,Muito ruim,Muito boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Regulares,Muito Bons/Boas,Muito ruim,Regular,Muito ruins,Sim,Sim,Eficiente,Não,Perceptível,Imperceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Boa,Regulares,Boas
Docente,Machado,,,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Discordo,Discordo,Discordo,Sim,Discordo plenamente,Concordo,Discordo plenamente,Discordo plenamente,Não concordo nem discordo,Parcialmente,Não,Sim,Sim,Regular,Ruim,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Ruim,Boa,Bom,Ruim,Boa,Não sei responder,Ruins,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bom,Regular,Regulares,Sim,Sim,Ineficiente,Sim,Imperceptível,Imperceptível,Bom,Bom,Bom,Bom,Regular,Muito ruim,Ruim,Bom,Regular,Regular,Regular,Regular,Ruins,Boas
Discente do Superior,Machado,8°,Licenciatura Ciências Biológicas,Concordo,"Não concordo, nem discordo",Concordo,Discordo,"Não concordo, nem discordo",Concordo,Sim,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não,Não,Não,Sim,Ruim,Regular,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Boa,Muito bom,Bom,Boa,Boa,Regulares,Regulares,Ruins,Bons/Boas,Bons/Boas,Bom,Muito ruins,Bons,Sim,Não,Ineficiente,Sim,Não sei responder,Não sei responder,Bom,Ruim,Muito bom,Muito bom,Muito bom,Não sei,Não sei,Não sei,Não sei,Ruim,Bom,Boa,Não sei responder,Não sei responder
Docente,Muzambinho,,,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Concordo plenamente,Parcialmente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Concordo,Não,Sim,Sim,Sim,Boa,Muito ruim,Muito ruins,Regular,Muito bom/boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito ruim,Regular,Muito bom,Regular,Regular,Muito Bons/Boas,Ruins,Muito ruins,Regulares,Regulares,Muito bom,Regular,Muito ruins,Sim,Sim,Ineficiente,Sim,Imperceptível,Imperceptível,Bom,Bom,Bom,Ruim,Muito bom,Muito bom,Regular,Regular,Regular,Bom,Ruim,Muito ruim,Ruins,Regulares
Docente,Poços de Caldas,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Sim,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Sim,Sim,Sim,Sim,Regular,Boa,Bons,Regular,Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Boa,Muito bom,Muito bom,Muito boa,Não sei responder,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Sim,Sim,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Ruim,Regular,Bom,Bom,Bom,Regular,Regular,Bom,Boa,Regulares,Boas
Discente do Superior,Machado,6°,Bacharelado Administração,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo plenamente,Concordo plenamente,Parcialmente,Não,Não,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Bom,Regular,Boa,Não sei responder,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Regular,Muito bons,Sim,Não,Não sei responder,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Muito bons,Muito boas
TAE,Machado,,,Concordo,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Discordo,Sim,Concordo plenamente,Discordo,Concordo plenamente,Concordo plenamente,Discordo,Sim,Sim,Sim,Sim,Boa,Regular,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Regular,Regular,Regular,Bom,Boa,Boa,Regulares,Regulares,Regulares,Regulares,Regulares,Bom,Regular,Bons,Sim,Sim,Nem eficiente e nem ineficiente,Sim,Imperceptível,Imperceptível,Bom,Regular,Regular,Regular,Regular,Ruim,Regular,Ruim,Ruim,Ruim,Ruim,Ruim,Muito ruins,Boas
Discente do Superior,Machado,2°,Licenciatura Ciências Biológicas,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo,Discordo,Não,Discordo,Concordo,Discordo,Não sei responder,Não sei responder,Não,Não,Não,Não,Ruim,Regular,Regulares,Bom/Boa,Muito bom/boa,Regular,Muito Bom/Boa,Regular,Regular,Ruim,Ruim,Regular,Regular,Ruim,Muito ruim,Regulares,Regulares,Ruins,Bons/Boas,Regulares,Ruim,Não sei responder,Ruins,Não,Não,Não sei responder,Sim,Perceptível,Perceptível,Não sei,Não sei,Ruim,Regular,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Regular,Ruins,Ruins
Discente do Superior,Machado,2°,Licenciatura Ciências Biológicas,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo,Discordo,Não,Discordo,Concordo,Discordo,Não sei responder,Não sei responder,Não,Não,Não,Não,Ruim,Regular,Regulares,Muito bom/boa,Muito bom/boa,Regular,Muito Bom/Boa,Regular,Regular,Ruim,Ruim,Regular,Regular,Ruim,Muito ruim,Regulares,Regulares,Ruins,Bons/Boas,Bons/Boas,Ruim,Não sei responder,Ruins,Não,Não,Não sei responder,Sim,Perceptível,Perceptível,Não sei,Não sei,Ruim,Regular,Não sei,Prefiro não responder,Não sei,Não sei,Não sei,Não sei,Não sei,Regular,Ruins,Ruins
